Register Address;UnitName;UnitId;FunctionGroup;FunctionNumber;DatapointId;DatapointName;Type;TypeName;Decimal;FunctionGroup name;Function name;Steps;Min. value;Max. value;Writable;unit;Commentary;Text 0;Text 1;Text 2;Text 3;Text 4;Text 5;Text 6;Text 7;Text 8;Text 9;Text 10;Text 11;Text 12;Text 13;Text 14;Text 15;Text 16;Text 17;Text 18;Text 19;Text 20;Text 21;Text 22;Text 23;Text 24;Text 25;Text 26;Text 27;Text 28;Text 29;Text 30;Text 31
23945;HV;515;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23946;HV;515;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23947;HV;515;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23948;HV;515;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23949;HV;515;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23950;HV;515;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23951;HV;515;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23952;HV;515;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23953;HV;515;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23954;HV;515;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23955;HV;515;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23956;HV;515;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23957;HV;515;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23958;HV;515;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23959;HV;515;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23960;HV;515;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23961;HV;515;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23962;HV;515;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23963;HV;515;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23964;HV;515;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23965;HV;515;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23966;HV;515;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23967;HV;515;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23968;HV;515;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23969;HV;515;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23970;HV;516;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23971;HV;516;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23972;HV;516;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23973;HV;516;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23974;HV;516;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23975;HV;516;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23976;HV;516;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23977;HV;516;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23978;HV;516;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23979;HV;516;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23980;HV;516;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23981;HV;516;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23982;HV;516;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23983;HV;516;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23984;HV;516;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23985;HV;516;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23986;HV;516;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23987;HV;516;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23988;HV;516;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23989;HV;516;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23990;HV;516;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23991;HV;516;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23992;HV;516;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23993;HV;516;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23994;HV;516;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23995;HV;516;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23996;HV;516;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23997;HV;516;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23998;HV;516;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23999;HV;516;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24000;HV;516;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24001;HV;516;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24002;HV;516;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24003;HV;516;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24004;HV;516;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24005;HV;516;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24006;HV;516;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24007;HV;516;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24008;HV;516;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24009;HV;516;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24010;HV;516;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24011;HV;516;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24012;HV;516;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24013;HV;516;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24014;HV;516;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24015;HV;517;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24016;HV;517;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24017;HV;517;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24018;HV;517;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24019;HV;517;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24020;HV;517;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24021;HV;517;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24022;HV;517;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24023;HV;517;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24024;HV;517;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24025;HV;517;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24026;HV;517;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24027;HV;517;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24028;HV;517;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24029;HV;517;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24030;HV;517;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24031;HV;517;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24032;HV;517;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24033;HV;517;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24034;HV;517;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24035;HV;517;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24036;HV;517;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24037;HV;517;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24038;HV;517;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24039;HV;517;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24040;HV;517;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24041;HV;517;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24042;HV;517;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24043;HV;517;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24044;HV;517;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24045;HV;517;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24046;HV;517;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24047;HV;517;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24048;HV;517;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24049;HV;517;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24050;HV;517;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24051;HV;517;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24052;HV;517;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24053;HV;517;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24054;HV;517;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24055;HV;517;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24056;HV;517;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24057;HV;517;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24058;HV;517;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24059;HV;517;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24060;HV;518;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24061;HV;518;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24062;HV;518;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24063;HV;518;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24064;HV;518;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24065;HV;518;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24066;HV;518;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24067;HV;518;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24068;HV;518;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24069;HV;518;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24070;HV;518;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24071;HV;518;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24072;HV;518;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24073;HV;518;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24074;HV;518;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24075;HV;518;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24076;HV;518;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24077;HV;518;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24078;HV;518;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24079;HV;518;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24080;HV;518;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24081;HV;518;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24082;HV;518;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24083;HV;518;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24084;HV;518;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24085;HV;518;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24086;HV;518;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24087;HV;518;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24088;HV;518;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24089;HV;518;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24090;HV;518;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24091;HV;518;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24092;HV;518;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
